0,13780,2167,2,0,0,metals,palladium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.485000
0,9169,0,1,0,0,metals,gold,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.493000
0,5121,34255,2,0,0,metals,silver,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.502000
0,1871,2643,1,0,0,minerals,gallite,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.509000
0,746,17091,2,0,0,metals,cobalt,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.516000
0,324,6546,2,0,0,minerals,rutile,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.526000
0,8568,12142,2,0,0,minerals,beryllium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.536000
0,5988,11094,2,0,0,metals,indium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.546000
0,5349,14043,2,0,0,minerals,gallium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.552000
0,4055,5732,2,0,0,metals,tantalum,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.559000
0,2845,4509,2,0,0,metals,uranium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.565000
0,1691,5660,2,0,0,metals,lithium,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.572000
0,301,4263,2,0,0,foods,fruitandvegetables,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.578000
0,180,18300,2,0,0,foods,grain,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.588000
0,1231,0,1,0,0,foods,animalmeat,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.594000
0,645,0,1,0,0,foods,fish,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.600000
0,102,5257,2,0,0,foods,foodcartridges,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.607000
0,233,5248,2,0,0,foods,syntheticmeat,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.613000
0,1405,0,1,0,0,foods,tea,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.623000
0,1231,0,1,0,0,foods,coffee,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.630000
0,7108,14600,2,0,0,industrial_materials,superconductors,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.636000
0,56,38014,1,0,0,chemicals,hydrogenfuel,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.646000
0,7116,5578,2,0,0,medicines,performanceenhancers,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.652000
0,306,1469,2,0,0,medicines,basicmedicines,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.658000
0,143,10656,2,0,0,drugs,beer,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.664000
0,233,7151,2,0,0,drugs,wine,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.670000
0,550,99519,2,0,0,technology,computercomponents,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.677000
115,103,0,0,278270,2,technology,hazardousenvironmentsuits,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.683000
1581,1539,0,0,13529,1,technology,robotics,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.690000
3162,3085,0,0,88174,2,technology,autofabricators,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.696000
166,150,0,0,55650,1,technology,animalmonitors,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.702000
144,129,0,0,110894,1,technology,aquaponicsystems,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.708000
2315,2256,0,0,52954,2,technology,advancedcatalysers,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.715000
4680,4624,0,0,1657,1,technology,terrainenrichmentsystems,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.721000
4064,3966,0,0,90,1,weapons,personalweapons,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.727000
0,1958,0,0,0,0,weapons,reactivearmour,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.734000
0,1787,0,0,0,0,weapons,nonlethalweapons,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.742000
0,550,7381,2,0,0,consumer_items,domesticappliances,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.750000
6671,6595,0,0,30659,1,consumer_items,consumertechnology,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.757000
0,252,0,1,0,0,consumer_items,clothing,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.763000
18,11,0,0,949,1,waste,biowaste,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.769000
34,27,0,0,7000,2,waste,scrap,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.779000
0,7116,1217,2,0,0,medicines,progenitorcells,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.785000
5333,5271,0,0,35230,2,technology,resonatingseparators,Asellus Primus (BEAGLE 2 LANDING),2014-09-04T21:10:43.791000
